data;kod_stanowiska;pm10
2023-10-08;MpKrakZloRog-PM10-24g;7.54
2023-10-09;MpKrakZloRog-PM10-24g;14.88
2023-10-10;MpKrakZloRog-PM10-24g;22.64
2023-10-11;MpKrakZloRog-PM10-24g;30.05
2023-10-12;MpKrakZloRog-PM10-24g;26.21
2023-10-13;MpKrakZloRog-PM10-24g;25.26
2023-10-14;MpKrakZloRog-PM10-24g;21.09
2023-10-15;MpKrakZloRog-PM10-24g;12.57
2023-10-16;MpKrakZloRog-PM10-24g;17.98
2023-10-17;MpKrakZloRog-PM10-24g;30.24
2023-10-18;MpKrakZloRog-PM10-24g;35.03
2023-10-19;MpKrakZloRog-PM10-24g;40.22
2023-10-20;MpKrakZloRog-PM10-24g;34.66
2023-10-21;MpKrakZloRog-PM10-24g;38.85
2023-10-22;MpKrakZloRog-PM10-24g;14.26
2023-10-23;MpKrakZloRog-PM10-24g;27.94
2023-10-24;MpKrakZloRog-PM10-24g;30.75
2023-10-25;MpKrakZloRog-PM10-24g;25.06
2023-10-26;MpKrakZloRog-PM10-24g;28.21
2023-10-27;MpKrakZloRog-PM10-24g;21.75
2023-10-28;MpKrakZloRog-PM10-24g;14.03
2023-10-29;MpKrakZloRog-PM10-24g;20.38
2023-10-30;MpKrakZloRog-PM10-24g;39.22
2023-10-31;MpKrakZloRog-PM10-24g;16.81
2023-11-01;MpKrakZloRog-PM10-24g;15.39
2023-11-02;MpKrakZloRog-PM10-24g;20.15
2023-11-03;MpKrakZloRog-PM10-24g;14.21
2023-11-04;MpKrakZloRog-PM10-24g;16.34
2023-11-05;MpKrakZloRog-PM10-24g;19.27
2023-11-06;MpKrakZloRog-PM10-24g;12.51
2023-11-07;MpKrakZloRog-PM10-24g;32.62
2023-11-08;MpKrakZloRog-PM10-24g;29.53
2023-11-09;MpKrakZloRog-PM10-24g;23.97
2023-11-10;MpKrakZloRog-PM10-24g;36.83
2023-11-11;MpKrakZloRog-PM10-24g;24.44
2023-11-12;MpKrakZloRog-PM10-24g;19.25
2023-11-13;MpKrakZloRog-PM10-24g;29.18
2023-11-14;MpKrakZloRog-PM10-24g;14.35
2023-11-15;MpKrakZloRog-PM10-24g;6.99
2023-11-16;MpKrakZloRog-PM10-24g;16.7
2023-11-17;MpKrakZloRog-PM10-24g;14.01
2023-11-18;MpKrakZloRog-PM10-24g;11.33
2023-11-19;MpKrakZloRog-PM10-24g;18.43
2023-11-20;MpKrakZloRog-PM10-24g;11.33
2023-11-21;MpKrakZloRog-PM10-24g;12.97
2023-11-22;MpKrakZloRog-PM10-24g;17.65
2023-11-23;MpKrakZloRog-PM10-24g;14.86
2023-11-24;MpKrakZloRog-PM10-24g;9.0
2023-11-25;MpKrakZloRog-PM10-24g;13.92
2023-11-26;MpKrakZloRog-PM10-24g;13.24
2023-11-27;MpKrakZloRog-PM10-24g;29.56
2023-11-28;MpKrakZloRog-PM10-24g;29.89
2023-11-29;MpKrakZloRog-PM10-24g;43.72
2023-11-30;MpKrakZloRog-PM10-24g;50.93
2023-12-01;MpKrakZloRog-PM10-24g;66.63
2023-12-02;MpKrakZloRog-PM10-24g;24.75
2023-12-03;MpKrakZloRog-PM10-24g;24.03
2023-12-04;MpKrakZloRog-PM10-24g;34.99
2023-12-05;MpKrakZloRog-PM10-24g;53.26
2023-12-06;MpKrakZloRog-PM10-24g;78.54
2023-12-07;MpKrakZloRog-PM10-24g;91.42
2023-12-08;MpKrakZloRog-PM10-24g;71.02
2023-12-09;MpKrakZloRog-PM10-24g;69.51
2023-12-10;MpKrakZloRog-PM10-24g;48.09
2023-12-11;MpKrakZloRog-PM10-24g;28.74
2023-12-12;MpKrakZloRog-PM10-24g;23.48
2023-12-13;MpKrakZloRog-PM10-24g;32.13
2023-12-14;MpKrakZloRog-PM10-24g;32.9
2023-12-15;MpKrakZloRog-PM10-24g;32.19
2023-12-16;MpKrakZloRog-PM10-24g;28.6
2023-12-17;MpKrakZloRog-PM10-24g;22.75
2023-12-18;MpKrakZloRog-PM10-24g;18.32
2023-12-19;MpKrakZloRog-PM10-24g;26.17
2023-12-20;MpKrakZloRog-PM10-24g;15.12
2023-12-21;MpKrakZloRog-PM10-24g;7.05
2023-12-22;MpKrakZloRog-PM10-24g;10.44
2023-12-23;MpKrakZloRog-PM10-24g;10.11
2023-12-24;MpKrakZloRog-PM10-24g;8.54
2023-12-25;MpKrakZloRog-PM10-24g;6.39
2023-12-26;MpKrakZloRog-PM10-24g;7.74
2023-12-27;MpKrakZloRog-PM10-24g;22.75
2023-12-28;MpKrakZloRog-PM10-24g;41.58
2023-12-29;MpKrakZloRog-PM10-24g;20.02
2023-12-30;MpKrakZloRog-PM10-24g;12.88
2023-12-31;MpKrakZloRog-PM10-24g;27.16
2024-01-01;MpKrakZloRog-PM10-24g;42.7
2024-01-02;MpKrakZloRog-PM10-24g;15.2
2024-01-03;MpKrakZloRog-PM10-24g;9.6
2024-01-04;MpKrakZloRog-PM10-24g;6.6
2024-01-05;MpKrakZloRog-PM10-24g;20.5
2024-01-06;MpKrakZloRog-PM10-24g;29.7
2024-01-07;MpKrakZloRog-PM10-24g;16.7
2024-01-08;MpKrakZloRog-PM10-24g;35.0
2024-01-09;MpKrakZloRog-PM10-24g;54.0
2024-01-10;MpKrakZloRog-PM10-24g;133.1
2024-01-11;MpKrakZloRog-PM10-24g;71.1
2024-01-12;MpKrakZloRog-PM10-24g;25.2
2024-01-13;MpKrakZloRog-PM10-24g;19.7
2024-01-14;MpKrakZloRog-PM10-24g;15.8
2024-01-15;MpKrakZloRog-PM10-24g;12.7
2024-01-16;MpKrakZloRog-PM10-24g;19.4
2024-01-17;MpKrakZloRog-PM10-24g;41.0
2024-01-18;MpKrakZloRog-PM10-24g;25.2
2024-01-19;MpKrakZloRog-PM10-24g;28.7
2024-01-20;MpKrakZloRog-PM10-24g;18.1
2024-01-21;MpKrakZloRog-PM10-24g;37.2
2024-01-22;MpKrakZloRog-PM10-24g;40.3
2024-01-23;MpKrakZloRog-PM10-24g;19.4
2024-01-24;MpKrakZloRog-PM10-24g;12.1
2024-01-25;MpKrakZloRog-PM10-24g;14.7
2024-01-26;MpKrakZloRog-PM10-24g;19.7
2024-01-27;MpKrakZloRog-PM10-24g;12.9
2024-01-28;MpKrakZloRog-PM10-24g;29.2
2024-01-29;MpKrakZloRog-PM10-24g;35.7
2024-01-30;MpKrakZloRog-PM10-24g;66.8
2024-01-31;MpKrakZloRog-PM10-24g;58.3
2024-02-01;MpKrakZloRog-PM10-24g;42.3
2024-02-02;MpKrakZloRog-PM10-24g;24.8
2024-02-03;MpKrakZloRog-PM10-24g;13.2
2024-02-04;MpKrakZloRog-PM10-24g;10.5
2024-02-05;MpKrakZloRog-PM10-24g;9.3
2024-02-06;MpKrakZloRog-PM10-24g;16.5
2024-02-07;MpKrakZloRog-PM10-24g;11.0
2024-02-08;MpKrakZloRog-PM10-24g;17.9
2024-02-09;MpKrakZloRog-PM10-24g;34.0
2024-02-10;MpKrakZloRog-PM10-24g;38.9
2024-02-11;MpKrakZloRog-PM10-24g;27.8
2024-02-12;MpKrakZloRog-PM10-24g;17.3
2024-02-13;MpKrakZloRog-PM10-24g;26.2
2024-02-14;MpKrakZloRog-PM10-24g;38.2
2024-02-15;MpKrakZloRog-PM10-24g;46.8
2024-02-16;MpKrakZloRog-PM10-24g;52.6
2024-02-18;MpKrakZloRog-PM10-24g;14.8
2024-02-19;MpKrakZloRog-PM10-24g;29.7
2024-02-20;MpKrakZloRog-PM10-24g;12.8
2024-02-21;MpKrakZloRog-PM10-24g;21.2
2024-02-22;MpKrakZloRog-PM10-24g;25.5
2024-02-23;MpKrakZloRog-PM10-24g;17.8
2024-02-24;MpKrakZloRog-PM10-24g;20.4
2024-02-25;MpKrakZloRog-PM10-24g;28.6
2024-02-26;MpKrakZloRog-PM10-24g;38.1
2024-02-27;MpKrakZloRog-PM10-24g;59.2
2024-02-28;MpKrakZloRog-PM10-24g;68.6
2024-02-29;MpKrakZloRog-PM10-24g;47.3
2024-03-01;MpKrakZloRog-PM10-24g;62.9
2024-03-02;MpKrakZloRog-PM10-24g;49.8
2024-03-03;MpKrakZloRog-PM10-24g;35.3
2024-03-04;MpKrakZloRog-PM10-24g;53.5
2024-03-05;MpKrakZloRog-PM10-24g;28.4
2024-03-06;MpKrakZloRog-PM10-24g;27.7
2024-03-07;MpKrakZloRog-PM10-24g;32.8
2024-03-08;MpKrakZloRog-PM10-24g;41.8
2024-03-09;MpKrakZloRog-PM10-24g;44.6
2024-03-10;MpKrakZloRog-PM10-24g;24.0
2024-03-11;MpKrakZloRog-PM10-24g;25.4
2024-03-12;MpKrakZloRog-PM10-24g;27.5
2024-03-13;MpKrakZloRog-PM10-24g;21.9
2024-03-14;MpKrakZloRog-PM10-24g;40.7
2024-03-15;MpKrakZloRog-PM10-24g;42.6
2024-03-16;MpKrakZloRog-PM10-24g;31.3
2024-03-17;MpKrakZloRog-PM10-24g;11.7
2024-03-18;MpKrakZloRog-PM10-24g;12.1
2024-03-19;MpKrakZloRog-PM10-24g;22.3
2024-03-20;MpKrakZloRog-PM10-24g;39.8
2024-03-21;MpKrakZloRog-PM10-24g;67.0
2024-03-22;MpKrakZloRog-PM10-24g;46.7
2024-03-23;MpKrakZloRog-PM10-24g;34.0
2024-03-24;MpKrakZloRog-PM10-24g;13.2
2024-03-25;MpKrakZloRog-PM10-24g;17.8
2024-03-26;MpKrakZloRog-PM10-24g;23.4
2024-03-27;MpKrakZloRog-PM10-24g;21.6
2024-03-28;MpKrakZloRog-PM10-24g;31.5
2024-03-29;MpKrakZloRog-PM10-24g;10.6
2024-03-30;MpKrakZloRog-PM10-24g;74.4
2024-03-31;MpKrakZloRog-PM10-24g;89.2
2024-04-01;MpKrakZloRog-PM10-24g;114.6
2024-04-02;MpKrakZloRog-PM10-24g;10.9
2024-04-03;MpKrakZloRog-PM10-24g;9.7
2024-04-04;MpKrakZloRog-PM10-24g;14.6
2024-04-05;MpKrakZloRog-PM10-24g;16.4
2024-04-06;MpKrakZloRog-PM10-24g;24.1
2024-04-07;MpKrakZloRog-PM10-24g;24.9
2024-04-08;MpKrakZloRog-PM10-24g;26.9
2024-04-09;MpKrakZloRog-PM10-24g;34.2
2024-04-10;MpKrakZloRog-PM10-24g;27.6
2024-04-11;MpKrakZloRog-PM10-24g;26.0
2024-04-12;MpKrakZloRog-PM10-24g;33.9
2024-04-13;MpKrakZloRog-PM10-24g;26.8
2024-04-14;MpKrakZloRog-PM10-24g;28.2
2024-04-15;MpKrakZloRog-PM10-24g;23.5
2024-04-16;MpKrakZloRog-PM10-24g;17.1
2024-04-17;MpKrakZloRog-PM10-24g;18.8
2024-04-18;MpKrakZloRog-PM10-24g;18.7
2024-04-19;MpKrakZloRog-PM10-24g;14.9
2024-04-20;MpKrakZloRog-PM10-24g;6.2
2024-04-21;MpKrakZloRog-PM10-24g;10.6
2024-04-22;MpKrakZloRog-PM10-24g;13.9
2024-04-23;MpKrakZloRog-PM10-24g;20.4
2024-04-24;MpKrakZloRog-PM10-24g;24.7
2024-04-25;MpKrakZloRog-PM10-24g;19.0
2024-04-26;MpKrakZloRog-PM10-24g;20.2
2024-04-27;MpKrakZloRog-PM10-24g;20.9
2024-04-28;MpKrakZloRog-PM10-24g;18.2
2024-04-29;MpKrakZloRog-PM10-24g;22.1
2024-04-30;MpKrakZloRog-PM10-24g;22.1
2024-05-01;MpKrakZloRog-PM10-24g;17.9
2024-05-02;MpKrakZloRog-PM10-24g;16.5
2024-05-03;MpKrakZloRog-PM10-24g;17.0
2024-05-04;MpKrakZloRog-PM10-24g;22.9
2024-05-05;MpKrakZloRog-PM10-24g;19.2
2024-05-06;MpKrakZloRog-PM10-24g;11.3
2024-05-07;MpKrakZloRog-PM10-24g;12.7
2024-05-08;MpKrakZloRog-PM10-24g;11.3
2024-05-09;MpKrakZloRog-PM10-24g;16.3
2024-05-10;MpKrakZloRog-PM10-24g;23.6
2024-05-11;MpKrakZloRog-PM10-24g;12.9
2024-05-12;MpKrakZloRog-PM10-24g;10.7
2024-05-13;MpKrakZloRog-PM10-24g;13.7
2024-05-14;MpKrakZloRog-PM10-24g;15.4
2024-05-15;MpKrakZloRog-PM10-24g;22.1
2024-05-16;MpKrakZloRog-PM10-24g;19.6
2024-05-17;MpKrakZloRog-PM10-24g;20.4
2024-05-18;MpKrakZloRog-PM10-24g;14.5
2024-05-19;MpKrakZloRog-PM10-24g;12.8
2024-05-20;MpKrakZloRog-PM10-24g;17.6
2024-05-21;MpKrakZloRog-PM10-24g;18.3
2024-05-22;MpKrakZloRog-PM10-24g;19.2
2024-05-23;MpKrakZloRog-PM10-24g;15.7
2024-05-24;MpKrakZloRog-PM10-24g;19.9
2024-05-25;MpKrakZloRog-PM10-24g;15.4
2024-05-26;MpKrakZloRog-PM10-24g;14.9
2024-05-27;MpKrakZloRog-PM10-24g;19.3
2024-05-28;MpKrakZloRog-PM10-24g;22.1
2024-05-29;MpKrakZloRog-PM10-24g;21.5
2024-05-30;MpKrakZloRog-PM10-24g;20.2
2024-05-31;MpKrakZloRog-PM10-24g;18.1
2024-06-01;MpKrakZloRog-PM10-24g;14.1
2024-06-02;MpKrakZloRog-PM10-24g;10.6
2024-06-03;MpKrakZloRog-PM10-24g;18.4
2024-06-04;MpKrakZloRog-PM10-24g;13.2
2024-06-05;MpKrakZloRog-PM10-24g;19.2
2024-06-06;MpKrakZloRog-PM10-24g;20.1
2024-06-07;MpKrakZloRog-PM10-24g;14.3
2024-06-08;MpKrakZloRog-PM10-24g;16.8
2024-06-09;MpKrakZloRog-PM10-24g;17.3
2024-06-10;MpKrakZloRog-PM10-24g;21.8
2024-06-11;MpKrakZloRog-PM10-24g;21.0
2024-06-12;MpKrakZloRog-PM10-24g;14.8
2024-06-13;MpKrakZloRog-PM10-24g;15.0
2024-06-14;MpKrakZloRog-PM10-24g;19.6
2024-06-15;MpKrakZloRog-PM10-24g;15.3
2024-06-16;MpKrakZloRog-PM10-24g;19.2
2024-06-17;MpKrakZloRog-PM10-24g;14.7
2024-06-18;MpKrakZloRog-PM10-24g;20.3
2024-06-19;MpKrakZloRog-PM10-24g;22.9
2024-06-20;MpKrakZloRog-PM10-24g;13.2
2024-06-21;MpKrakZloRog-PM10-24g;25.7
2024-06-22;MpKrakZloRog-PM10-24g;18.0
2024-06-23;MpKrakZloRog-PM10-24g;14.9
2024-06-24;MpKrakZloRog-PM10-24g;14.1
2024-06-25;MpKrakZloRog-PM10-24g;14.7
2024-06-26;MpKrakZloRog-PM10-24g;22.0
2024-06-27;MpKrakZloRog-PM10-24g;24.7
2024-06-28;MpKrakZloRog-PM10-24g;23.8
2024-06-29;MpKrakZloRog-PM10-24g;25.5
2024-06-30;MpKrakZloRog-PM10-24g;23.0
2024-07-01;MpKrakZloRog-PM10-24g;17.2
2024-07-02;MpKrakZloRog-PM10-24g;14.3
2024-07-03;MpKrakZloRog-PM10-24g;16.3
2024-07-04;MpKrakZloRog-PM10-24g;13.4
2024-07-05;MpKrakZloRog-PM10-24g;15.0
2024-07-06;MpKrakZloRog-PM10-24g;15.9
2024-07-07;MpKrakZloRog-PM10-24g;12.7
2024-07-08;MpKrakZloRog-PM10-24g;17.6
2024-07-09;MpKrakZloRog-PM10-24g;24.1
2024-07-10;MpKrakZloRog-PM10-24g;30.8
2024-07-11;MpKrakZloRog-PM10-24g;24.0
2024-07-12;MpKrakZloRog-PM10-24g;26.8
2024-07-13;MpKrakZloRog-PM10-24g;13.9
2024-07-14;MpKrakZloRog-PM10-24g;12.8
2024-07-17;MpKrakZloRog-PM10-24g;20.9
2024-07-18;MpKrakZloRog-PM10-24g;14.7
2024-07-19;MpKrakZloRog-PM10-24g;17.8
2024-07-20;MpKrakZloRog-PM10-24g;18.4
2024-07-21;MpKrakZloRog-PM10-24g;19.9
2024-07-22;MpKrakZloRog-PM10-24g;21.5
2024-07-23;MpKrakZloRog-PM10-24g;14.4
2024-07-24;MpKrakZloRog-PM10-24g;14.8
2024-07-25;MpKrakZloRog-PM10-24g;11.9
2024-07-26;MpKrakZloRog-PM10-24g;17.9
2024-07-27;MpKrakZloRog-PM10-24g;19.1
2024-07-28;MpKrakZloRog-PM10-24g;14.0
2024-07-29;MpKrakZloRog-PM10-24g;12.3
2024-07-30;MpKrakZloRog-PM10-24g;15.4
2024-07-31;MpKrakZloRog-PM10-24g;23.1
2024-08-01;MpKrakZloRog-PM10-24g;23.3
2024-08-02;MpKrakZloRog-PM10-24g;21.9
2024-08-03;MpKrakZloRog-PM10-24g;10.6
2024-08-04;MpKrakZloRog-PM10-24g;12.9
2024-08-05;MpKrakZloRog-PM10-24g;11.9
2024-08-06;MpKrakZloRog-PM10-24g;12.4
2024-08-07;MpKrakZloRog-PM10-24g;18.1
2024-08-08;MpKrakZloRog-PM10-24g;18.7
2024-08-09;MpKrakZloRog-PM10-24g;16.7
2024-08-10;MpKrakZloRog-PM10-24g;18.7
2024-08-11;MpKrakZloRog-PM10-24g;17.1
2024-08-12;MpKrakZloRog-PM10-24g;16.9
2024-08-13;MpKrakZloRog-PM10-24g;19.9
2024-08-14;MpKrakZloRog-PM10-24g;19.7
2024-08-15;MpKrakZloRog-PM10-24g;20.9
2024-08-16;MpKrakZloRog-PM10-24g;26.1
2024-08-17;MpKrakZloRog-PM10-24g;19.6
2024-08-18;MpKrakZloRog-PM10-24g;15.9
2024-08-19;MpKrakZloRog-PM10-24g;13.5
2024-08-20;MpKrakZloRog-PM10-24g;13.9
2024-08-21;MpKrakZloRog-PM10-24g;18.0
2024-08-22;MpKrakZloRog-PM10-24g;17.3
2024-08-23;MpKrakZloRog-PM10-24g;18.9
2024-08-24;MpKrakZloRog-PM10-24g;23.8
2024-08-25;MpKrakZloRog-PM10-24g;19.0
2024-08-26;MpKrakZloRog-PM10-24g;11.7
2024-08-27;MpKrakZloRog-PM10-24g;19.3
2024-08-28;MpKrakZloRog-PM10-24g;26.6
2024-08-29;MpKrakZloRog-PM10-24g;31.5
2024-08-30;MpKrakZloRog-PM10-24g;35.8
2024-08-31;MpKrakZloRog-PM10-24g;30.5
2024-09-01;MpKrakZloRog-PM10-24g;16.8
2024-09-02;MpKrakZloRog-PM10-24g;26.4
2024-09-03;MpKrakZloRog-PM10-24g;34.8
2024-09-04;MpKrakZloRog-PM10-24g;41.4
2024-09-05;MpKrakZloRog-PM10-24g;36.6
2024-09-06;MpKrakZloRog-PM10-24g;37.2
2024-09-07;MpKrakZloRog-PM10-24g;26.1
2024-09-08;MpKrakZloRog-PM10-24g;25.6
2024-09-09;MpKrakZloRog-PM10-24g;24.7
2024-09-10;MpKrakZloRog-PM10-24g;13.6
2024-09-11;MpKrakZloRog-PM10-24g;16.2
2024-09-12;MpKrakZloRog-PM10-24g;21.2
2024-09-13;MpKrakZloRog-PM10-24g;15.3
2024-09-14;MpKrakZloRog-PM10-24g;11.3
2024-09-15;MpKrakZloRog-PM10-24g;8.8
2024-09-16;MpKrakZloRog-PM10-24g;27.8
2024-09-17;MpKrakZloRog-PM10-24g;41.6
2024-09-18;MpKrakZloRog-PM10-24g;35.7
2024-09-19;MpKrakZloRog-PM10-24g;29.8
2024-09-20;MpKrakZloRog-PM10-24g;31.0
2024-09-21;MpKrakZloRog-PM10-24g;33.3
2024-09-22;MpKrakZloRog-PM10-24g;36.7
2024-09-23;MpKrakZloRog-PM10-24g;29.8
2024-09-24;MpKrakZloRog-PM10-24g;29.7
2024-09-25;MpKrakZloRog-PM10-24g;36.6
2024-09-26;MpKrakZloRog-PM10-24g;19.1
2024-09-27;MpKrakZloRog-PM10-24g;11.5
2024-09-28;MpKrakZloRog-PM10-24g;10.4
2024-09-29;MpKrakZloRog-PM10-24g;11.4
2024-09-30;MpKrakZloRog-PM10-24g;16.2
2024-10-01;MpKrakZloRog-PM10-24g;19.9
2024-10-02;MpKrakZloRog-PM10-24g;22.8
2024-10-03;MpKrakZloRog-PM10-24g;19.9
2024-10-04;MpKrakZloRog-PM10-24g;20.3
2024-10-05;MpKrakZloRog-PM10-24g;8.1
2024-10-06;MpKrakZloRog-PM10-24g;13.4
2024-10-07;MpKrakZloRog-PM10-24g;25.8
2024-10-08;MpKrakZloRog-PM10-24g;24.3
2024-10-09;MpKrakZloRog-PM10-24g;30.1
2024-10-10;MpKrakZloRog-PM10-24g;17.4
2024-10-11;MpKrakZloRog-PM10-24g;13.2
2024-10-12;MpKrakZloRog-PM10-24g;19.0
2024-10-13;MpKrakZloRog-PM10-24g;16.1
2024-10-14;MpKrakZloRog-PM10-24g;17.1
2024-10-15;MpKrakZloRog-PM10-24g;30.5
2024-10-16;MpKrakZloRog-PM10-24g;27.2
2024-10-17;MpKrakZloRog-PM10-24g;16.2
2024-10-18;MpKrakZloRog-PM10-24g;20.0
2024-10-19;MpKrakZloRog-PM10-24g;20.4
2024-10-20;MpKrakZloRog-PM10-24g;29.4
2024-10-21;MpKrakZloRog-PM10-24g;39.5
2024-10-22;MpKrakZloRog-PM10-24g;40.7
2024-10-23;MpKrakZloRog-PM10-24g;25.3
2024-10-24;MpKrakZloRog-PM10-24g;32.8
2024-10-25;MpKrakZloRog-PM10-24g;42.6
2024-10-26;MpKrakZloRog-PM10-24g;41.6
2024-10-27;MpKrakZloRog-PM10-24g;41.7
2024-10-28;MpKrakZloRog-PM10-24g;32.1
2024-10-29;MpKrakZloRog-PM10-24g;31.5
2024-10-30;MpKrakZloRog-PM10-24g;34.7
2024-10-31;MpKrakZloRog-PM10-24g;20.4
2024-11-01;MpKrakZloRog-PM10-24g;16.4
2024-11-02;MpKrakZloRog-PM10-24g;18.1
2024-11-03;MpKrakZloRog-PM10-24g;30.2
2024-11-04;MpKrakZloRog-PM10-24g;25.9
2024-11-05;MpKrakZloRog-PM10-24g;31.7
2024-11-06;MpKrakZloRog-PM10-24g;39.0
2024-11-07;MpKrakZloRog-PM10-24g;73.3
2024-11-08;MpKrakZloRog-PM10-24g;38.1
2024-11-09;MpKrakZloRog-PM10-24g;29.8
2024-11-10;MpKrakZloRog-PM10-24g;30.0
2024-11-11;MpKrakZloRog-PM10-24g;44.5
2024-11-12;MpKrakZloRog-PM10-24g;32.3
2024-11-13;MpKrakZloRog-PM10-24g;24.2
2024-11-14;MpKrakZloRog-PM10-24g;18.6
2024-11-15;MpKrakZloRog-PM10-24g;22.7
2024-11-16;MpKrakZloRog-PM10-24g;38.6
2024-11-17;MpKrakZloRog-PM10-24g;35.4
2024-11-18;MpKrakZloRog-PM10-24g;11.7
2024-11-19;MpKrakZloRog-PM10-24g;19.5
2024-11-20;MpKrakZloRog-PM10-24g;13.7
2024-11-21;MpKrakZloRog-PM10-24g;12.5
2024-11-22;MpKrakZloRog-PM10-24g;24.3
2024-11-23;MpKrakZloRog-PM10-24g;17.4
2024-11-24;MpKrakZloRog-PM10-24g;29.0
2024-11-25;MpKrakZloRog-PM10-24g;37.6
2024-11-26;MpKrakZloRog-PM10-24g;38.5
2024-11-27;MpKrakZloRog-PM10-24g;29.2
2024-11-28;MpKrakZloRog-PM10-24g;24.6
2024-11-29;MpKrakZloRog-PM10-24g;9.9
2024-11-30;MpKrakZloRog-PM10-24g;22.6
2024-12-01;MpKrakZloRog-PM10-24g;25.6
2024-12-02;MpKrakZloRog-PM10-24g;35.3
2024-12-03;MpKrakZloRog-PM10-24g;48.0
2024-12-04;MpKrakZloRog-PM10-24g;44.3
2024-12-05;MpKrakZloRog-PM10-24g;56.0
2024-12-06;MpKrakZloRog-PM10-24g;29.9
2024-12-07;MpKrakZloRog-PM10-24g;19.2
2024-12-08;MpKrakZloRog-PM10-24g;25.5
2024-12-09;MpKrakZloRog-PM10-24g;13.6
2024-12-10;MpKrakZloRog-PM10-24g;7.6
2024-12-11;MpKrakZloRog-PM10-24g;20.1
2024-12-12;MpKrakZloRog-PM10-24g;25.3
2024-12-13;MpKrakZloRog-PM10-24g;30.0
2024-12-14;MpKrakZloRog-PM10-24g;31.8
2024-12-15;MpKrakZloRog-PM10-24g;13.2
2024-12-16;MpKrakZloRog-PM10-24g;5.6
2024-12-17;MpKrakZloRog-PM10-24g;9.5
2024-12-18;MpKrakZloRog-PM10-24g;24.9
2024-12-19;MpKrakZloRog-PM10-24g;47.5
2024-12-20;MpKrakZloRog-PM10-24g;15.5
2024-12-21;MpKrakZloRog-PM10-24g;23.4
2024-12-22;MpKrakZloRog-PM10-24g;14.1
2024-12-23;MpKrakZloRog-PM10-24g;18.8
2024-12-24;MpKrakZloRog-PM10-24g;16.0
2024-12-25;MpKrakZloRog-PM10-24g;12.2
2024-12-26;MpKrakZloRog-PM10-24g;35.9
2024-12-27;MpKrakZloRog-PM10-24g;51.2
2024-12-28;MpKrakZloRog-PM10-24g;48.3
2024-12-29;MpKrakZloRog-PM10-24g;57.0
2024-12-30;MpKrakZloRog-PM10-24g;55.1
2024-12-31;MpKrakZloRog-PM10-24g;48.2
